geometry,name,id,latitude,longitude,category,vi
"POLYGON ((-3.6436478 40.3829762, -3.6432388 40.3835008, -3.6426068 40.3832141, -3.6422004 40.3824489, -3.643121 40.3821662, -3.643518 40.3828861, -3.6436478 40.3829762))",Colegio de Educación Infantil y Primaria Asturias,school_500,40.382813932181094,-3.642943835020648,school,0.0
"POLYGON ((-3.6431565 40.3821547, -3.642196 40.3824456, -3.6418154 40.3816991, -3.6429 40.3813582, -3.6432129 40.381959, -3.6432009 40.3820008, -3.6431631 40.3821319, -3.6431565 40.3821547))",Colegio de Educación Infantil y Primaria Doctor Tolosa Latour,school_501,40.38190181478806,-3.6425439726926636,school,0.0
"POLYGON ((-3.6517557 40.3898293, -3.6517148 40.389827, -3.6516383 40.3898227, -3.6515857 40.3898198, -3.6515328 40.3898168, -3.6514564 40.3898125, -3.6514425 40.3898117, -3.6514621 40.389621, -3.6512581 40.3896094, -3.6512791 40.3893233, -3.6516763 40.3893486, -3.6519822 40.3893681, -3.6519501 40.3896197, -3.6517685 40.3896119, -3.6517557 40.3898293))",Colegio de Educación Infantil y Primaria San Pablo,school_502,40.389539941732,-3.6516086332027378,school,0.0
"POLYGON ((-3.6453792 40.3867225, -3.6446926 40.3864174, -3.6445436 40.3863521, -3.6445074 40.3863331, -3.6443675 40.3862719, -3.6437573 40.3859973, -3.6441653 40.3854679, -3.6453229 40.3859851, -3.6452701 40.3860548, -3.6457326 40.3862639, -3.6453792 40.3867225))",Colegio de Educación Infantil y Primaria Concha Espina,school_503,40.38609440981459,-3.6447422604289286,school,0.0
"POLYGON ((-3.6373771 40.388299, -3.6369421 40.3888364, -3.6352952 40.3881081, -3.6357154 40.387568, -3.6369386 40.3881061, -3.6373771 40.388299))",Colegio de Educación Infantil y Primaria La Rioja,school_504,40.3882028545396,-3.6363334455848975,school,0.0
"POLYGON ((-3.6362178 40.3890009, -3.6361005 40.3890607, -3.6359331 40.3892952, -3.6347885 40.3887777, -3.6352952 40.3881081, -3.6369421 40.3888364, -3.6369758 40.3888516, -3.6362178 40.3890009))",Instituto de Educación Secundaria Antonio Domínguez Ortiz,school_505,40.38871524503392,-3.6357254792806786,school,0.0
"POLYGON ((-3.6396898 40.3850344, -3.6393382 40.3854944, -3.6377003 40.3847696, -3.6380496 40.3843082, -3.6392779 40.384852, -3.6396898 40.3850344))",Colegio de Educación Infantil y Primaria Carlos Sainz de los Terreros,school_506,40.3849015492687,-3.6386944429589785,school,0.0
"POLYGON ((-3.6476129 40.3883606, -3.6473426 40.3887073, -3.6470271 40.3885717, -3.6468648 40.3884982, -3.6465944 40.3883771, -3.646804 40.3881056, -3.6468662 40.3880209, -3.6472341 40.3881891, -3.647307 40.3882224, -3.6474954 40.3883076, -3.6476129 40.3883606))",Colegio de Educación Infantil y Primaria Agustina Diez,school_507,40.388366800442846,-3.647102709418251,school,0.0
"POLYGON ((-3.6083419 40.3816642, -3.6077045 40.3819083, -3.6074606 40.3814141, -3.608119 40.3812258, -3.6082558 40.3814948, -3.6083419 40.3816642))","Centro Privado de Educación Infantil, Primaria y Secundaria Zazuar",school_508,40.38155553382021,-3.607900453007515,school,0.0
"POLYGON ((-3.613095 40.3813563, -3.6130288 40.3814366, -3.6129926 40.3814441, -3.6126494 40.3815105, -3.6124508 40.3815479, -3.6124987 40.3812903, -3.6124446 40.3811368, -3.6125893 40.3811055, -3.6129344 40.3810387, -3.6129844 40.3810304, -3.613095 40.3813563))",Centro Público de Educación de Personas Adultas Vallecas,school_509,40.38128702513087,-3.612759176429155,school,0.0
"POLYGON ((-3.6165477 40.3819045, -3.615734 40.3824063, -3.615518 40.3826372, -3.6149638 40.382251, -3.6149301 40.3821225, -3.615528 40.3820087, -3.6154878 40.3818929, -3.6162996 40.3817381, -3.6163963 40.3818388, -3.6165069 40.3817747, -3.6165477 40.3819045))",Colegio Público Juan de Herrera,school_510,40.38213251920528,-3.6157084148876217,school,0.0
"POLYGON ((-3.6255674 40.3746272, -3.6249258 40.375356, -3.6238218 40.375019, -3.6248177 40.3740152, -3.6255674 40.3746272))",Instituto de Educación Secundaria Villa de Vallecas,school_512,40.37474526618761,-3.624751070009109,school,0.0
"POLYGON ((-3.6178407 40.3736277, -3.6175564 40.3737667, -3.6173257 40.3734111, -3.6170946 40.3731272, -3.6170345 40.3730435, -3.6168778 40.3728471, -3.6165506 40.3724609, -3.6161107 40.3720359, -3.6163387 40.3719378, -3.6165398 40.3722913, -3.6171261 40.3722096, -3.6173173 40.372589, -3.6178407 40.3736277))",Colegio Público Juan Gris,school_513,40.37281943580634,-3.6171115322269234,school,0.0
"POLYGON ((-3.6341804 40.3949549, -3.6334481 40.3951346, -3.6332765 40.3952368, -3.6330421 40.3953399, -3.6329558 40.3953688, -3.6328586 40.3953717, -3.6327518 40.3953362, -3.632693 40.3952743, -3.6327507 40.3952592, -3.6325147 40.3946505, -3.6330136 40.3945055, -3.6337519 40.3945197, -3.6340516 40.394626, -3.6341804 40.3949549))",Colegio Público Fontarrón,school_515,40.39486844062937,-3.6332833962995967,school,0.0
"POLYGON ((-3.6336065 40.3990985, -3.6328353 40.398806, -3.6330024 40.3985504, -3.6330344 40.3985016, -3.6333131 40.3980754, -3.6333321 40.3980836, -3.6334505 40.3981269, -3.6340842 40.3983679, -3.6336065 40.3990985))",Instituto de Educación Secundaria Juana de Castilla,school_516,40.39858687464893,-3.6334598280816395,school,0.0
"POLYGON ((-3.6340842 40.3983679, -3.6334505 40.3981269, -3.6333321 40.3980836, -3.6333131 40.3980754, -3.6335636 40.3977609, -3.6340497 40.3972455, -3.6341088 40.3972107, -3.6341894 40.3971902, -3.63427 40.3971923, -3.6348118 40.3973733, -3.6344747 40.3978909, -3.6344343 40.3978756, -3.6343102 40.3980657, -3.6342868 40.3980569, -3.6340842 40.3983679))",Instituto de Educación Secundaria Felipe II,school_517,40.3977547150355,-3.63407650615125,school,0.0
"POLYGON ((-3.6293172 40.4025431, -3.6286892 40.4037462, -3.6282645 40.4037512, -3.6282057 40.4037495, -3.6281124 40.4037369, -3.628047 40.4037199, -3.6280332 40.4037135, -3.6280056 40.4037007, -3.6279566 40.4036743, -3.6279015 40.403633, -3.6278727 40.4036051, -3.6278348 40.4035578, -3.6278062 40.403508, -3.6277976 40.4034791, -3.6277919 40.403448, -3.6277884 40.4034075, -3.6277942 40.4033624, -3.6278075 40.4033068, -3.6278349 40.4032489, -3.6278606 40.4032096, -3.6278802 40.4031865, -3.6279125 40.4031587, -3.6279179 40.4031466, -3.6279298 40.4031201, -3.6281446 40.4027099, -3.6281478 40.4026955, -3.6281479 40.4026811, -3.628145 40.4026678, -3.6281401 40.4026546, -3.6283536 40.4022429, -3.6293172 40.4025431))",Colegio Gredos San Diego-Moratalaz,school_518,40.40303796349373,-3.628506611877086,school,0.0
"POLYGON ((-3.6668687 40.3744531, -3.6662741 40.3748099, -3.6646019 40.3732409, -3.6647308 40.3731684, -3.6662664 40.3735123, -3.6660792 40.3735643, -3.6660538 40.3736154, -3.6660519 40.3736888, -3.6668687 40.3744531))",Colegio de Educación Infantil y Primaria García Morente,school_520,40.373935851708296,-3.6658176282978707,school,0.0
"POLYGON ((-3.6717027 40.3768211, -3.6710421 40.3768271, -3.6709047 40.3768097, -3.6710168 40.3764407, -3.6720758 40.3757467, -3.6724911 40.3761514, -3.67305 40.3766809, -3.6730164 40.3767025, -3.6725478 40.3770029, -3.6724691 40.3770534, -3.6721169 40.3769164, -3.671706 40.3768651, -3.6717027 40.3768211))",Instituto de Educación Secundaria Arcipreste de Hita,school_521,40.37648189781761,-3.671983726081662,school,0.0
"POLYGON ((-3.6715939 40.3770587, -3.6707042 40.3776396, -3.669926 40.3769436, -3.6701916 40.3767684, -3.6704093 40.3768819, -3.670547 40.3769343, -3.6708685 40.3770087, -3.6710187 40.3770254, -3.6711505 40.3770303, -3.6715589 40.3770261, -3.6715939 40.3770587))",Colegio de Educación Infantil y Primaria Padre Mariana,school_522,40.37717506643909,-3.6706926763559773,school,0.0
"POLYGON ((-3.674209 40.3804152, -3.6741286 40.3804674, -3.6736103 40.3808037, -3.673095 40.3803429, -3.6734683 40.3801006, -3.6734441 40.380079, -3.6737485 40.3798815, -3.6738883 40.3800065, -3.674014 40.3801189, -3.673935 40.3801701, -3.674209 40.3804152))",Colegio de Educación Infantil y Primaria Francisco Ruano,school_523,40.38035102676479,-3.673662533219891,school,0.0
"POLYGON ((-3.6757622 40.3816502, -3.6755897 40.3817645, -3.6756563 40.3818283, -3.6751783 40.3821413, -3.6747798 40.3817895, -3.6746773 40.381699, -3.6753116 40.3812825, -3.6757622 40.3816502))",Colegio de Educación Infantil y Primaria José María de Pereda,school_524,40.381708408431635,-3.6752341380496727,school,0.0
"POLYGON ((-3.6681686 40.3868675, -3.6680368 40.3869599, -3.6677966 40.3871879, -3.6678978 40.3872508, -3.6679256 40.3872231, -3.668143 40.387355, -3.6681151 40.3873814, -3.6680473 40.3874458, -3.6680205 40.3874713, -3.667991 40.3874993, -3.6679223 40.3875645, -3.6678937 40.3875916, -3.6678677 40.3876163, -3.6677934 40.3876868, -3.6677694 40.3877096, -3.6677429 40.3877348, -3.667728 40.3877489, -3.6676995 40.3877325, -3.6676312 40.3876933, -3.6675923 40.387671, -3.6675557 40.38765, -3.6674636 40.3875971, -3.6674306 40.3875782, -3.6673679 40.3875422, -3.6673078 40.3875077, -3.6672665 40.387484, -3.6672321 40.3874643, -3.6671435 40.3874134, -3.6671154 40.3873973, -3.6670763 40.3873748, -3.6669857 40.3873229, -3.6669525 40.3873038, -3.6669181 40.3872841, -3.6668425 40.3872407, -3.6668215 40.3872286, -3.6668322 40.3872181, -3.666858 40.3871929, -3.6668879 40.3871637, -3.6669525 40.3871005, -3.6669818 40.3870724, -3.6670056 40.3870485, -3.6670722 40.3869833, -3.6671044 40.3869519, -3.66713 40.3869268, -3.6671957 40.3868626, -3.6672413 40.386818, -3.6672253 40.386809, -3.667132 40.3867567, -3.6673644 40.3865299, -3.6674724 40.3865916, -3.6675074 40.3866116, -3.6676209 40.3864959, -3.6676758 40.38644, -3.6681686 40.3868675))","Centro Privado de Educación Infantil, Primaria y Secundaria Raimundo Lulio",school_525,40.387097113603616,-3.6675525204411956,school,0.0
"POLYGON ((-3.658825 40.395666, -3.6588215 40.3956802, -3.6588793 40.3956956, -3.6586846 40.3958495, -3.6585767 40.3960432, -3.6585622 40.3962633, -3.658586 40.3962686, -3.6585624 40.3963068, -3.6586158 40.3963214, -3.6585522 40.3964381, -3.6583834 40.3963864, -3.6580967 40.3962949, -3.6581036 40.3962826, -3.6580352 40.3962634, -3.6581191 40.3960904, -3.6581492 40.3959928, -3.6581687 40.3958952, -3.65818 40.3958081, -3.6581842 40.3957157, -3.6581771 40.3955644, -3.6581491 40.3954118, -3.6580951 40.3952558, -3.6579914 40.3950716, -3.6579826 40.3950585, -3.657805 40.3948486, -3.6578428 40.3948123, -3.6581338 40.394912, -3.6582172 40.3949406, -3.6586526 40.3950902, -3.658609 40.3951644, -3.6584468 40.3954454, -3.6585337 40.3954703, -3.6584864 40.3955558, -3.658825 40.395666))",Colegio de Educación Infantil y Primaria Fray Junipero Serra,school_526,40.395636097713876,-3.6583476663781855,school,0.0
"POLYGON ((-3.6515746 40.3930276, -3.6512242 40.3930588, -3.650912 40.3929336, -3.6507219 40.3927861, -3.6506534 40.3927083, -3.6505881 40.3925489, -3.6505413 40.3923755, -3.6505755 40.3923523, -3.6507875 40.3923698, -3.651021 40.3923966, -3.6511539 40.3924346, -3.651296 40.3924866, -3.6514155 40.3925863, -3.651535 40.3926931, -3.6515722 40.3928074, -3.6516002 40.3929382, -3.6515746 40.3930276))",Escuela Infantil El Madroñal,school_527,40.39270443431487,-3.651085631205857,school,0.0
"POLYGON ((-3.6471042 40.3917566, -3.6470835 40.3918027, -3.6470738 40.3918244, -3.6468064 40.3920063, -3.6468232 40.3920576, -3.6461635 40.3925163, -3.6457007 40.392401, -3.6461013 40.3914638, -3.6471042 40.3917566))",Colegio de Educación Infantil y Primaria Santo Domingo,school_528,40.391985463051135,-3.6463235325317274,school,0.0
"POLYGON ((-3.6504267 40.3927714, -3.6500553 40.3929428, -3.6494332 40.3928552, -3.6493891 40.3928217, -3.6493581 40.3925518, -3.6493272 40.3925235, -3.6496729 40.3923628, -3.6497012 40.3922694, -3.6498631 40.3922895, -3.6499162 40.392306, -3.6499501 40.3923302, -3.6499912 40.392389, -3.6500916 40.3923432, -3.6504267 40.3927714))",Instituto de Educación Secundaria Tirso de Molina (primer ciclo),school_529,40.392636609836984,-3.6498507852536535,school,0.0
"POLYGON ((-3.6453387 40.392927, -3.6454419 40.3936587, -3.6454359 40.3936856, -3.6449667 40.3937199, -3.6450167 40.3940872, -3.6444555 40.3941343, -3.6441127 40.3939829, -3.6448593 40.3930414, -3.6448745 40.3929374, -3.6453387 40.392927))",Colegio de Educación Infantil y Primaria Mesonero Romanos,school_530,40.393561494983445,-3.6448602874071794,school,0.0
"POLYGON ((-3.6533467 40.3909422, -3.6533191 40.3910621, -3.6532541 40.3911794, -3.6530789 40.39126, -3.6528502 40.3913046, -3.651495 40.3911801, -3.6516329 40.390545, -3.652791 40.3906223, -3.6531954 40.3905362, -3.6533467 40.3909422))",Instituto de Educación Secundaria Tirso de Molina,school_531,40.39092019882697,-3.6524334188081333,school,0.0
"POLYGON ((-3.6705996 40.3908017, -3.6705534 40.3909014, -3.6704448 40.3911356, -3.6701726 40.3910603, -3.6702259 40.3909505, -3.6700981 40.3909214, -3.6700134 40.3909021, -3.6700543 40.3908144, -3.6700727 40.3907748, -3.6701078 40.3906994, -3.6705996 40.3908017))","Centro Privado de Educación Infantil, Primaria y Secundaria San José",school_532,40.390899456109274,-3.670314854501576,school,0.0
"POLYGON ((-3.6580741 40.3711946, -3.657493 40.37103, -3.6580002 40.3700847, -3.65859 40.3702667, -3.6583359 40.3708136, -3.6582736 40.3707933, -3.6580741 40.3711946))",Colegio Trabenco-Pozo,school_533,40.37063932842911,-3.6580461101305293,school,0.0
"POLYGON ((-3.6195047 40.4046111, -3.6192037 40.4053687, -3.6191083 40.4054364, -3.6189723 40.4054711, -3.6185118 40.4054702, -3.6180842 40.4054678, -3.6177111 40.4054659, -3.6180986 40.404588, -3.6181463 40.404617, -3.6190232 40.4044986, -3.6195047 40.4046111))",Instituto de Educación Secundaria Valdebernardo,school_534,40.40501315918193,-3.618630297845296,school,0.0
"POLYGON ((-3.6190699 40.4044012, -3.6183853 40.4044877, -3.6181547 40.4045168, -3.6180207 40.4044609, -3.6178946 40.4044128, -3.6176885 40.4039143, -3.6176172 40.4039197, -3.6176323 40.4036178, -3.6176066 40.4033438, -3.6178338 40.403396, -3.617872 40.4034049, -3.6182444 40.4034913, -3.6187042 40.4035982, -3.6188442 40.4036288, -3.6188659 40.4036335, -3.6191743 40.4041418, -3.6191581 40.4041822, -3.6190699 40.4044012))",Colegio de Educación Infantil y Primaria Valdebernardo,school_535,40.403971108174396,-3.618339684488813,school,0.0
"POLYGON ((-3.6939177 40.3983151, -3.6928426 40.398254, -3.6928487 40.3982142, -3.692894 40.3978332, -3.6929006 40.3977775, -3.6929132 40.3976735, -3.6929195 40.3976221, -3.6929214 40.3976062, -3.6933931 40.3976366, -3.6935731 40.3976486, -3.6936642 40.3976537, -3.6937576 40.3976594, -3.6938164 40.397663, -3.6938517 40.3976651, -3.6939396 40.3976705, -3.6940741 40.3976787, -3.6941333 40.3976823, -3.6940863 40.3981413, -3.6940251 40.3981451, -3.693931 40.3981509, -3.6939177 40.3983151))","Centro Privado de Educación Infantil, Primaria y Secundaria Nuestra Señora de las Delicias",school_536,40.39795806390758,-3.693472516095705,school,0.0
"POLYGON ((-3.6894418 40.3622666, -3.6870898 40.3623473, -3.6870487 40.3616185, -3.6893989 40.3615404, -3.6894418 40.3622666))",Instituto de Educación Secundaria El Espinillo,school_537,40.3619432732365,-3.68824412038616,school,0.0
"POLYGON ((-3.6917208 40.3620354, -3.6916939 40.3620364, -3.6905599 40.3620782, -3.6900363 40.3620975, -3.689998 40.3615078, -3.6906045 40.3614856, -3.6908683 40.361476, -3.6911218 40.361466, -3.6913305 40.3614578, -3.6913511 40.3614575, -3.6916567 40.3614462, -3.6916841 40.3614451, -3.6916871 40.3614922, -3.6917181 40.3619908, -3.6917208 40.3620354))",Colegio de Educación Infantil y Primaria El Espinillo,school_538,40.3617714736359,-3.690860027528762,school,0.0
"POLYGON ((-3.6971024 40.3581602, -3.6971517 40.3588071, -3.6962814 40.3588453, -3.6962609 40.3585716, -3.6962964 40.3585701, -3.696294 40.3585374, -3.6962914 40.358503, -3.6962497 40.3585048, -3.6962384 40.3583532, -3.696222 40.3581943, -3.6962939 40.3581916, -3.6970099 40.3581649, -3.6971024 40.3581602))",Colegio de Educación Infantil y Primaria Barcelona,school_539,40.358501152032275,-3.6966913949754145,school,0.0
"POLYGON ((-3.6861215 40.5250873, -3.6856149 40.5258228, -3.6855069 40.5258432, -3.6852059 40.5258884, -3.6845894 40.5261187, -3.6841954 40.5261924, -3.6836054 40.5262796, -3.6831988 40.5265059, -3.6825202 40.5263304, -3.682247 40.5263325, -3.6820477 40.5261519, -3.6820117 40.5259183, -3.6817977 40.5258376, -3.6817857 40.5252924, -3.6805687 40.5252971, -3.680497 40.5249701, -3.6805095 40.5246733, -3.6808934 40.5244574, -3.6820981 40.52405, -3.6824078 40.5239455, -3.6827629 40.5238322, -3.68334 40.5236534, -3.6834506 40.5236151, -3.6840717 40.5233911, -3.6847759 40.5231347, -3.6854166 40.5231185, -3.6857844 40.5233753, -3.6858766 40.5240352, -3.6861535 40.5244247, -3.6861762 40.5245918, -3.6862143 40.5246715, -3.6862048 40.5249376, -3.6861215 40.5250873))",Ciudad Escolar,school_540,40.52482986190273,-3.683693278305752,school,0.0
"POLYGON ((-3.6903521 40.5274272, -3.6904406 40.5275359, -3.6907153 40.5278715, -3.6909102 40.5281076, -3.6909332 40.5281439, -3.6910823 40.5283507, -3.6912518 40.5285296, -3.6913812 40.5286739, -3.6916886 40.5290709, -3.6919785 40.5294608, -3.6921027 40.5296808, -3.6922483 40.5300213, -3.6922389 40.5300904, -3.6922226 40.5301142, -3.6922007 40.5301286, -3.6921641 40.5301486, -3.6919878 40.5301784, -3.6920318 40.5302615, -3.6915779 40.5304065, -3.6909367 40.5307334, -3.6904821 40.5313015, -3.6893791 40.5314888, -3.6892603 40.5315119, -3.6893337 40.5317132, -3.6888424 40.5319166, -3.6882898 40.5318966, -3.6881684 40.5319328, -3.6877459 40.5319395, -3.6865558 40.5320751, -3.6864729 40.5318617, -3.6862357 40.5312506, -3.6862327 40.5305838, -3.6854666 40.5305494, -3.6852473 40.5299282, -3.6845353 40.5299049, -3.6842458 40.5281424, -3.686689 40.5279049, -3.6878457 40.5277924, -3.6876501 40.5274924, -3.687835 40.5274596, -3.6878042 40.5271505, -3.6883596 40.5269913, -3.6891002 40.5267537, -3.689447 40.5273883, -3.68937 40.5274891, -3.6892522 40.527538, -3.6881286 40.5277242, -3.6879021 40.5277865, -3.6877282 40.5278936, -3.6885384 40.5278006, -3.6893447 40.5276862, -3.6895755 40.5276006, -3.6897385 40.5276053, -3.6899228 40.5275858, -3.6899075 40.527466, -3.6898639 40.5274473, -3.6898391 40.5274218, -3.6898302 40.5273882, -3.6898355 40.5273465, -3.6898683 40.5273088, -3.689939 40.5272678, -3.6899988 40.5272515, -3.6900664 40.5272456, -3.6901062 40.5272517, -3.6901879 40.5272924, -3.6902912 40.5273689, -3.6903521 40.5274272))",Instituto de Educación Secundaria San Fernando,school_541,40.52952566928651,-3.6882504887290124,school,0.0
"POLYGON ((-3.7120316 40.411069, -3.7116681 40.4111787, -3.7113275 40.4112815, -3.7113084 40.4112679, -3.7112837 40.4112503, -3.7115178 40.4107458, -3.7115618 40.4106508, -3.7116045 40.4105596, -3.7116817 40.4106008, -3.7117376 40.4106391, -3.7117218 40.410652, -3.7117546 40.410688, -3.7118989 40.4108502, -3.711925 40.4108793, -3.7118845 40.4109052, -3.7119024 40.4109241, -3.711967 40.410997, -3.7119833 40.4110147, -3.7120316 40.411069))",Colegio de Educación Infantil y Primaria Nuestra Señora de la Paloma,school_543,40.410961427531866,-3.7116412388956705,school,0.0
"POLYGON ((-3.7118346 40.4082615, -3.7116024 40.4082175, -3.7114553 40.4081899, -3.7112191 40.4081404, -3.7110736 40.4081018, -3.7111825 40.4079407, -3.7113318 40.407976, -3.7113702 40.4079847, -3.7114292 40.4079988, -3.7117102 40.4080559, -3.7117275 40.4080044, -3.7118899 40.4080388, -3.7118346 40.4082615))",Centro Privado de Educación Infantil y Primaria La Salle-la Paloma-Fundación Lara,school_544,40.40809938276905,-3.7115071258665964,school,0.0
"POLYGON ((-3.7050291 40.4055568, -3.7049292 40.4059052, -3.7045465 40.4060258, -3.7044489 40.40606, -3.7043463 40.4060955, -3.7042901 40.4059995, -3.7033861 40.4063182, -3.7033023 40.4061717, -3.7030542 40.4057378, -3.7029362 40.4055317, -3.7031726 40.4053449, -3.7032216 40.4053024, -3.7032718 40.4052345, -3.7050291 40.4055568))",Instituto de Educación Secundaria Cervantes,school_545,40.4057349321188,-3.7038983283617073,school,0.0
"POLYGON ((-3.7069131 40.4061163, -3.7066641 40.4061737, -3.7066701 40.4061962, -3.7066739 40.4062097, -3.7066758 40.4062292, -3.7063219 40.4063428, -3.706179 40.4059985, -3.706184 40.4057697, -3.7068987 40.4058982, -3.7068984 40.4059003, -3.7069131 40.4061163))",Colegio de Educación Infantil y Primaria Santa María,school_546,40.406033961909536,-3.7065076066616625,school,0.0
"POLYGON ((-3.6647119 40.4211047, -3.6648195 40.4216443, -3.6648318 40.421948, -3.6645328 40.4219454, -3.6645394 40.4217257, -3.6644739 40.4217273, -3.6643871 40.4211485, -3.6647119 40.4211047))",Centro Privado de Educación Infantil y Primaria Trilema Safa,school_547,40.42152609932104,-3.6646227887848664,school,0.0
"POLYGON ((-3.6592907 40.4122612, -3.6592723 40.4125185, -3.6589511 40.4130375, -3.6581175 40.413003, -3.6581949 40.4122356, -3.6592907 40.4122612))",Instituto de Educación Secundaria Moratalaz,school_548,40.41261667035951,-3.6586693861483064,school,0.0
"POLYGON ((-3.6671063 40.4092349, -3.6670566 40.4092382, -3.6670342 40.4092397, -3.6670374 40.4092612, -3.6658495 40.4100153, -3.6655372 40.4097284, -3.6660708 40.4093878, -3.6658055 40.4091422, -3.6663811 40.4087775, -3.6663505 40.4087477, -3.6669604 40.4087727, -3.6670606 40.4086201, -3.6671063 40.4092349))",Instituto de Educación Secundaria La Estrella,school_549,40.40928588105625,-3.6663806569815085,school,0.0
"POLYGON ((-3.6655128 40.4159089, -3.6647123 40.4159396, -3.6644908 40.4149621, -3.6644866 40.4149427, -3.6658873 40.4150368, -3.6657985 40.415755, -3.6655128 40.4159089))",Colegio Público Ciudad de Roma,school_550,40.41542664007768,-3.665192765248086,school,0.0
"POLYGON ((-3.6676687 40.4117087, -3.6676513 40.4119858, -3.6678585 40.4121549, -3.6674951 40.4124322, -3.66736 40.4123217, -3.667374 40.4123123, -3.6671067 40.4120945, -3.6670636 40.4121245, -3.6669784 40.4120557, -3.6669128 40.4120027, -3.6666748 40.4118105, -3.6666099 40.4117581, -3.6665128 40.4116796, -3.6670894 40.4112643, -3.667106 40.4112524, -3.6676687 40.4117087))",Colegio Los Olmos,school_551,40.41182522272807,-3.6672224204341517,school,0.0
"POLYGON ((-3.6655347 40.4120743, -3.6652968 40.4122838, -3.6653603 40.4131004, -3.6652834 40.4131492, -3.6647316 40.4126285, -3.6639394 40.4131228, -3.6637211 40.4129291, -3.6642321 40.4125953, -3.6639894 40.4123784, -3.6645543 40.4120122, -3.6643153 40.4117926, -3.6648397 40.4114507, -3.6648805 40.4114234, -3.6650547 40.4113109, -3.6652219 40.4114727, -3.6651696 40.4115072, -3.6653972 40.4117251, -3.6654171 40.4117441, -3.6652798 40.4118342, -3.6652608 40.4118848, -3.6653962 40.4120132, -3.6654112 40.4120194, -3.6654338 40.4120234, -3.6654503 40.4120193, -3.6654667 40.4120112, -3.6655027 40.4120446, -3.6655347 40.4120743))",Colegio Agustiniano,school_552,40.41227746026983,-3.6647727792613045,school,0.0
"POLYGON ((-3.668595 40.4212985, -3.6685914 40.421358, -3.6687319 40.4215648, -3.668714 40.4216872, -3.6685718 40.4216818, -3.6680841 40.4216668, -3.6680146 40.4216659, -3.6675238 40.4216427, -3.6673996 40.4216342, -3.6675833 40.4210782, -3.6676141 40.4210851, -3.668595 40.4212985))","Centro Privado de Educación Infantil, Primaria y Secundaria Santa Ana y San Rafael",school_553,40.42143317301754,-3.668037786904305,school,0.0
"POLYGON ((-3.7176347 40.3844156, -3.7174789 40.3847447, -3.7174276 40.384807, -3.7172225 40.3849037, -3.7171843 40.3848932, -3.7171454 40.3849243, -3.717101 40.3849599, -3.7171095 40.3849989, -3.7170498 40.3850769, -3.7166957 40.3850689, -3.7166583 40.3849583, -3.7165054 40.3845614, -3.7164348 40.3844537, -3.7163663 40.3842929, -3.7162707 40.3838808, -3.7172133 40.3840409, -3.7177271 40.3841369, -3.7176347 40.3844156))",Colegio San Viator,school_554,40.38443970881937,-3.7169731740912724,school,0.0
"POLYGON ((-3.7245468 40.3947631, -3.7232044 40.3948977, -3.7232197 40.3943164, -3.7240836 40.3942391, -3.7240894 40.3942039, -3.7241091 40.3940833, -3.7241104 40.3940755, -3.7244518 40.3941176, -3.7245468 40.3947631))",Colegio de Educación Infantil y Primaria Lope de Vega,school_555,40.39452695291816,-3.7238797064941496,school,0.0
"POLYGON ((-3.7150767 40.394291, -3.7154676 40.3942377, -3.7154917 40.3943193, -3.7155171 40.3944159, -3.7154898 40.3945428, -3.7152666 40.3950752, -3.7152266 40.3950584, -3.7151576 40.3950294, -3.715098 40.3950044, -3.7150362 40.3949784, -3.7149529 40.3949434, -3.7149058 40.3949236, -3.7148524 40.3949012, -3.7147737 40.3948682, -3.7147004 40.3948374, -3.7146802 40.3948289, -3.7146478 40.3948153, -3.7146268 40.3948065, -3.7145994 40.394795, -3.714522 40.3947624, -3.7144914 40.3947496, -3.7144586 40.3947358, -3.7144291 40.3947234, -3.7143968 40.3947099, -3.7143665 40.3946972, -3.7142919 40.3946658, -3.7142602 40.3946525, -3.7141545 40.3946081, -3.7141152 40.3945916, -3.7140284 40.3945551, -3.7139895 40.3945388, -3.7139416 40.3945187, -3.7139017 40.3945019, -3.7138566 40.3944829, -3.7138189 40.3944671, -3.7137358 40.3944322, -3.7136958 40.3944154, -3.7136609 40.3944008, -3.7135743 40.3943644, -3.7135324 40.3943468, -3.7132863 40.3942434, -3.7132059 40.3940423, -3.7132005 40.3938166, -3.7132528 40.3937917, -3.7133009 40.3937687, -3.7147884 40.3940577, -3.7148877 40.3941087, -3.7150491 40.3941007, -3.7150767 40.394291))",Colegio de Educación Infantil y Primaria Perú,school_556,40.39435499557488,-3.7144263315519623,school,0.0
"POLYGON ((-3.740916 40.4018358, -3.740981 40.4021012, -3.7411876 40.4030232, -3.7409207 40.4031993, -3.7391864 40.4029199, -3.7393071 40.4025415, -3.7391967 40.402064, -3.740916 40.4018358))",Colegio de Educación Infantil y Primaria Nuestra Señora del Lucero,school_557,40.40252227731744,-3.740222329727293,school,0.0
"POLYGON ((-3.7390821 40.4081468, -3.7390589 40.4082009, -3.7389325 40.4085029, -3.7385035 40.4083983, -3.7383358 40.4083566, -3.7379591 40.4082543, -3.7381069 40.4079033, -3.7381473 40.4079144, -3.7385124 40.4080052, -3.7385071 40.4080175, -3.7386804 40.4080606, -3.7386857 40.4080482, -3.7390821 40.4081468))",Instituto de Educación Secundaria Eijo y Garay,school_558,40.408204850472934,-3.7385199891555723,school,0.0
