geometry,name,id,latitude,longitude,category,vi
"MULTIPOLYGON (((-3.7575108 40.365907, -3.757518 40.3658778, -3.7576193 40.365874, -3.7576589 40.3658405, -3.7582144 40.3658662, -3.7581717 40.3660378, -3.7575108 40.365907)), ((-3.7583438 40.3659767, -3.7583598 40.3658908, -3.759543 40.3659533, -3.7598075 40.3660088, -3.7608545 40.3664002, -3.760805 40.3665887, -3.758354 40.366037, -3.7583438 40.3659767)), ((-3.7609612 40.3664498, -3.7613217 40.366319, -3.7616393 40.3667964, -3.7609097 40.3666394, -3.7609612 40.3664498)))",Parque Lineal Lonja de la Seda,park_58,40.366235137709786,-3.7598056471676506,park,0.0
"POLYGON ((-3.6875697 40.4834458, -3.6873357 40.4834432, -3.6873235 40.4834323, -3.6872927 40.4834205, -3.6871823 40.4833981, -3.6871159 40.4833921, -3.6869668 40.4833964, -3.6869825 40.4834901, -3.686202 40.483556, -3.6861001 40.483595, -3.6857492 40.4837993, -3.6854701 40.4836811, -3.68515 40.4839455, -3.6851787 40.48397, -3.6851663 40.4839828, -3.6850666 40.4839236, -3.6850199 40.4838925, -3.684664 40.4842215, -3.6846865 40.4842914, -3.6845851 40.4842803, -3.6844818 40.4842547, -3.6844094 40.4842057, -3.6843735 40.4841482, -3.6843529 40.484078, -3.6843575 40.4840304, -3.6844165 40.4838297, -3.6844717 40.483639, -3.6845635 40.4833477, -3.6847041 40.4832296, -3.6850069 40.4831222, -3.6857873 40.4831737, -3.6863163 40.4832109, -3.6866987 40.4832821, -3.6871322 40.4833531, -3.6875701 40.4834417, -3.6875697 40.4834458))",Parque de Begoña,park_60,40.48354697972005,-3.6854106958309165,park,0.0
"MULTIPOLYGON (((-3.715524 40.3216473, -3.7151133 40.3214082, -3.7146329 40.3218878, -3.7145515 40.3218401, -3.7146378 40.3217509, -3.7150822 40.321304, -3.7155083 40.3215437, -3.7157661 40.3212863, -3.7157896 40.3213822, -3.715524 40.3216473)), ((-3.715636 40.3216265, -3.7156427 40.321604, -3.7156521 40.3215662, -3.7156615 40.3215458, -3.7156735 40.3215325, -3.715701 40.3215233, -3.7157258 40.3215197, -3.71575 40.3215212, -3.7157654 40.321535, -3.7157788 40.3215534, -3.7157909 40.3215805, -3.7157929 40.3216071, -3.7157949 40.3216337, -3.7157842 40.3216547, -3.7157701 40.3216695, -3.7157446 40.3216746, -3.7157104 40.3216741, -3.7156816 40.321671, -3.7156541 40.3216782, -3.7156279 40.3216899, -3.7156092 40.3216961, -3.7155964 40.3216915, -3.7155937 40.3216818, -3.7155984 40.32167, -3.7156045 40.3216536, -3.7156246 40.3216409, -3.715636 40.3216265)), ((-3.7156373 40.3217211, -3.7156501 40.3217124, -3.7156963 40.3217109, -3.7157694 40.3217027, -3.7158506 40.321693, -3.7159076 40.3216889, -3.7159343 40.3216815, -3.7157825 40.3218331, -3.7157507 40.3218208, -3.7156445 40.3217616, -3.7156313 40.3217421, -3.7156373 40.3217211)), ((-3.7152994 40.3217579, -3.7153094 40.321738, -3.7153316 40.3217165, -3.7153698 40.3217017, -3.7154093 40.3216956, -3.7154429 40.3217002, -3.7154528 40.3217077, -3.7154811 40.3217293, -3.7154938 40.32174, -3.7155039 40.321763, -3.7155019 40.3217886, -3.7154918 40.3218172, -3.715473 40.32185, -3.7154502 40.3218801, -3.7153088 40.3218002, -3.7153 40.3217866, -3.7152994 40.3217579)), ((-3.7157357 40.3218417, -3.7156709 40.3219093, -3.7155404 40.3218364, -3.7156052 40.3217689, -3.7157357 40.3218417)), ((-3.7151457 40.3221881, -3.7146878 40.32192, -3.714744 40.3218642, -3.7152018 40.3221323, -3.7151457 40.3221881)), ((-3.7156181 40.3219041, -3.7153639 40.3221595, -3.7152656 40.3222581, -3.715186 40.3222117, -3.7155384 40.3218579, -3.7156181 40.3219041)))",Parque de los Comuneros de Castilla,park_62,40.321733010923666,-3.7152927315619753,park,0.0
"MULTIPOLYGON (((-3.5322597 40.4213031, -3.532225 40.4211972, -3.5323155 40.4211762, -3.5323557 40.4212814, -3.5322597 40.4213031)), ((-3.5323963 40.4215039, -3.5323849 40.4215256, -3.5323707 40.4215407, -3.5323664 40.4215581, -3.5323661 40.4215629, -3.5323636 40.4216003, -3.5323593 40.421623, -3.5323629 40.4216534, -3.5323673 40.4216641, -3.5323816 40.4216766, -3.5324051 40.4216819, -3.5324268 40.4216811, -3.5324415 40.4216747, -3.5324527 40.4216596, -3.5324569 40.4216406, -3.5324548 40.4216263, -3.5324443 40.4216135, -3.5324366 40.4216082, -3.5324383 40.4216002, -3.5324502 40.4215932, -3.5324677 40.4215905, -3.5325164 40.4217254, -3.5323338 40.4217651, -3.5323332 40.4217464, -3.5323292 40.421628, -3.5323243 40.4215798, -3.5323187 40.4215316, -3.5322921 40.4214196, -3.5322644 40.4213217, -3.5323624 40.4212991, -3.5324278 40.4214803, -3.5324063 40.4214877, -3.5323963 40.4215039)), ((-3.5325171 40.4224524, -3.5324832 40.4224244, -3.5324743 40.422417, -3.5323706 40.4221359, -3.5323536 40.4220577, -3.5323483 40.4219515, -3.5323567 40.4219076, -3.5323936 40.421889, -3.5324518 40.4218961, -3.53247 40.4219444, -3.5326236 40.4223514, -3.5326612 40.4224511, -3.5325906 40.422467, -3.5325171 40.4224524)))",Carretera de Mejorada Las Coronas,park_63,40.4219216102102,-3.5324347422647295,park,0.0
"MULTIPOLYGON (((-3.5228491 40.4186468, -3.5228369 40.4186484, -3.5228163 40.4186512, -3.5227905 40.4186517, -3.5227776 40.4186469, -3.5227536 40.4185839, -3.5227409 40.4185494, -3.5227129 40.4184785, -3.5227116 40.4184608, -3.5227218 40.4184499, -3.5227359 40.418443, -3.5228165 40.4184233, -3.5227805 40.4184728, -3.5232616 40.418367, -3.5232917 40.4183225, -3.5233153 40.4183176, -3.5233275 40.4183169, -3.5233417 40.4183203, -3.5233575 40.4183258, -3.5233726 40.4183387, -3.5233829 40.4183525, -3.5233921 40.4183695, -3.5233984 40.4183861, -3.5233992 40.4183911, -3.523408 40.4184177, -3.5234096 40.4184247, -3.5234123 40.4184318, -3.5234143 40.4184409, -3.5234177 40.4184497, -3.5234197 40.4184588, -3.5234212 40.4184664, -3.5234216 40.4184759, -3.5234218 40.4184899, -3.5234173 40.4185043, -3.5234043 40.4185168, -3.5233936 40.4185195, -3.5233295 40.4185354, -3.5233604 40.4184926, -3.5228838 40.4185953, -3.5228491 40.4186468)), ((-3.5217826 40.4188711, -3.5217111 40.4188789, -3.5216441 40.4188795, -3.5215321 40.4188884, -3.5213732 40.4189211, -3.5213577 40.4187837, -3.5214959 40.4187533, -3.5216049 40.4187179, -3.5217292 40.4186645, -3.5217735 40.4186517, -3.5217701 40.4186941, -3.5225348 40.4185284, -3.5225602 40.4184789, -3.5225783 40.4184784, -3.5226063 40.418484, -3.5226225 40.4184907, -3.522638 40.4185008, -3.5226579 40.4185395, -3.5226665 40.4185638, -3.5226808 40.4186025, -3.5226837 40.4186113, -3.5226881 40.4186242, -3.5226874 40.4186411, -3.5226815 40.4186585, -3.5226682 40.4186753, -3.5226499 40.4186842, -3.5226343 40.4186893, -3.5225864 40.4187022, -3.5226218 40.4186551, -3.5226011 40.4186573, -3.5218179 40.4188245, -3.5217826 40.4188711)), ((-3.5210587 40.4190549, -3.5210218 40.4190441, -3.5209901 40.4190262, -3.520966 40.4190024, -3.5209511 40.4189746, -3.5209503 40.4189277, -3.5209613 40.4189014, -3.5209805 40.4188781, -3.5210167 40.418854, -3.5210453 40.4188439, -3.5210836 40.4188382, -3.5211248 40.418841, -3.5211624 40.4188522, -3.5211937 40.4188704, -3.521226 40.4189059, -3.5212352 40.418951, -3.5212283 40.4189813, -3.5212121 40.419007, -3.5211876 40.4190288, -3.5211631 40.4190425, -3.5211433 40.4190499, -3.521098 40.4190577, -3.5210587 40.4190549)))",Bulevar Av. Vicente Aleixandre,park_64,40.418674284364634,-3.522210534090782,park,0.0
"POLYGON ((-3.6096983 40.3750052, -3.6096302 40.3750849, -3.6093804 40.3751242, -3.609342 40.375105, -3.6086709 40.3747701, -3.6078462 40.3743311, -3.6078378 40.3742976, -3.6088878 40.3730635, -3.6089324 40.3730567, -3.60898 40.3730483, -3.6105984 40.373849, -3.6106212 40.3739254, -3.6100948 40.3745413, -3.6096983 40.3750052))",Parque Lola Camarena,park_66,40.37410478914955,-3.6092335325672624,park,0.0
"POLYGON ((-3.7127683 40.4189504, -3.7129626 40.4189605, -3.7128953 40.4195011, -3.7126341 40.4194852, -3.7125879 40.4194823, -3.7121149 40.4194519, -3.7120572 40.4194491, -3.7115842 40.4194211, -3.7116061 40.4191706, -3.7116103 40.4191227, -3.7116266 40.4188786, -3.7121175 40.4189098, -3.712157 40.4189121, -3.7126652 40.4189434, -3.7127162 40.4189474, -3.7127683 40.4189504))",Jardines del Cabo Noval,park_68,40.419189720593984,-3.7122677575071568,park,0.0
"POLYGON ((-3.7129002 40.4178074, -3.7127773 40.4177991, -3.7127179 40.4177951, -3.7122879 40.4177662, -3.7122359 40.4177627, -3.7118621 40.4177383, -3.7118743 40.4176205, -3.7118828 40.4175255, -3.71192 40.4171701, -3.7123302 40.4171977, -3.7127828 40.4172281, -3.7131197 40.4172543, -3.7131119 40.4173419, -3.7130698 40.4178159, -3.7129002 40.4178074))",Jardines de Lepanto,park_69,40.41749472732705,-3.7124920016124103,park,0.0
"POLYGON ((-3.7129002 40.4178074, -3.7128967 40.4178383, -3.712837 40.4183697, -3.7127719 40.4189194, -3.7127683 40.4189504, -3.7127162 40.4189474, -3.7126652 40.4189434, -3.712157 40.4189121, -3.7121175 40.4189098, -3.7116266 40.4188786, -3.7116287 40.4188492, -3.7116321 40.4187992, -3.7115765 40.4187458, -3.7115785 40.418721, -3.7115831 40.4186401, -3.7115605 40.4186012, -3.7115081 40.4185061, -3.7114967 40.4184621, -3.7114987 40.4184455, -3.7114972 40.4184282, -3.7114928 40.4183805, -3.7114911 40.4183323, -3.7114933 40.4182858, -3.7115013 40.4182391, -3.711515 40.4181941, -3.7115318 40.418151, -3.7115364 40.4181404, -3.711539 40.4181137, -3.7115611 40.4180707, -3.7116276 40.4179873, -3.7116628 40.417952, -3.7116715 40.4179351, -3.7116752 40.4178777, -3.7116775 40.4178473, -3.7117428 40.4178038, -3.7117851 40.4177712, -3.7118621 40.4177383, -3.7122359 40.4177627, -3.7122879 40.4177662, -3.7127179 40.4177951, -3.7127773 40.4177991, -3.7129002 40.4178074))",Plaza de Oriente,park_70,40.418338987307976,-3.712207011134463,park,0.0
"POLYGON ((-3.6148483 40.4600495, -3.6149252 40.4599869, -3.615029 40.4599166, -3.6151309 40.4598737, -3.6152785 40.4598267, -3.6153928 40.459809, -3.6156443 40.4597946, -3.6156849 40.4597851, -3.6157095 40.4597807, -3.6158337 40.459697, -3.6111616 40.4570901, -3.6043952 40.4537852, -3.6040715 40.4540957, -3.60404 40.4541244, -3.6042663 40.4542446, -3.6042179 40.4543789, -3.6030463 40.4554034, -3.6027724 40.4556558, -3.6018726 40.4564615, -3.6005581 40.4576169, -3.6004373 40.4575774, -3.600287 40.457443, -3.5998352 40.4577377, -3.5980557 40.4586202, -3.5980966 40.4587923, -3.5974895 40.458891, -3.5942966 40.4602624, -3.5938556 40.4603899, -3.5938699 40.4604165, -3.5938483 40.4604228, -3.5939483 40.4605539, -3.5943842 40.461153, -3.5944016 40.4611704, -3.5944427 40.4609724, -3.5951379 40.4607961, -3.5950349 40.460659, -3.5959751 40.4605391, -3.5967359 40.4604653, -3.596759 40.4613177, -3.596857 40.4617829, -3.5987681 40.461541, -3.5987792 40.4619704, -3.5989522 40.4626462, -3.5990788 40.4626483, -3.5991532 40.4628851, -3.5993176 40.4632346, -3.5995298 40.4636312, -3.5998584 40.4640951, -3.5997698 40.464136, -3.6001903 40.4646552, -3.6007845 40.4643749, -3.6009895 40.4648363, -3.6013125 40.4651327, -3.6014557 40.4652213, -3.6017021 40.4659205, -3.6016774 40.4661124, -3.6022947 40.4667469, -3.6035612 40.4665689, -3.6043844 40.4662976, -3.6050655 40.4663299, -3.6058083 40.4663811, -3.6059872 40.4665013, -3.6062347 40.4669975, -3.6064794 40.4674628, -3.6065657 40.4675574, -3.6066604 40.4676198, -3.606757 40.467651, -3.6068912 40.4676591, -3.6070472 40.4676488, -3.6072194 40.4676145, -3.608278 40.467279, -3.6084194 40.467178, -3.6084884 40.4671461, -3.6094793 40.4669912, -3.6095657 40.4669364, -3.609633 40.4668375, -3.6096302 40.4666151, -3.6096499 40.4665299, -3.6097465 40.4663753, -3.6103666 40.4656312, -3.610583 40.4655439, -3.6107582 40.4655096, -3.6113546 40.4654342, -3.6114028 40.4651845, -3.6115399 40.4648997, -3.6119776 40.4643704, -3.6120464 40.4642854, -3.6120801 40.4642517, -3.6121245 40.4642075, -3.6121775 40.4641281, -3.6122086 40.4640298, -3.6121319 40.4640351, -3.6120177 40.4640101, -3.6120186 40.4640082, -3.6120481 40.4639457, -3.6121023 40.4638864, -3.6121967 40.4638123, -3.6123511 40.4637314, -3.6125082 40.4636917, -3.6126357 40.463691, -3.6143713 40.4615411, -3.614402 40.4615027, -3.614429 40.461469, -3.61491 40.4608685, -3.6148329 40.4607933, -3.6147619 40.460712, -3.6147183 40.4606849, -3.6146805 40.4606615, -3.6147159 40.4606386, -3.6146937 40.4605653, -3.6146802 40.4604831, -3.6146844 40.4603809, -3.614694 40.4603254, -3.6147078 40.4602817, -3.6147259 40.460228, -3.614772 40.460146, -3.6148483 40.4600495))",Parque Juan Carlos I,park_79,40.46093322716155,-3.6058493020855016,park,0.0
"POLYGON ((-3.7604847 40.3866295, -3.7598271 40.3869888, -3.7597077 40.387062, -3.7595632 40.3872033, -3.7591865 40.3879501, -3.7591109 40.3880947, -3.7590324 40.388315, -3.7589615 40.3887246, -3.7588895 40.3892253, -3.7588303 40.3897065, -3.7586807 40.390906, -3.7584931 40.3923951, -3.7600331 40.3925929, -3.7602491 40.3893235, -3.760277 40.3887499, -3.7604837 40.3883833, -3.7607253 40.388024, -3.7608916 40.3878953, -3.7608863 40.3876392, -3.7608167 40.3875987, -3.7608312 40.3874137, -3.7609211 40.3873336, -3.7610761 40.3872678, -3.7611691 40.3871892, -3.7610868 40.3871305, -3.7604847 40.3866295))",Parque de Aluche,park_80,40.38969237095989,-3.7596429730531145,park,0.0
"POLYGON ((-3.7041149 40.4266592, -3.7040731 40.4266536, -3.7039137 40.4266376, -3.703778 40.4266234, -3.703707 40.426616, -3.7037003 40.4266522, -3.7036679 40.4268274, -3.703658 40.4268812, -3.7036413 40.4270146, -3.7036189 40.4271934, -3.703615 40.4272247, -3.7038148 40.4272481, -3.7040131 40.4272713, -3.704071 40.4272778, -3.7042405 40.4272964, -3.7044652 40.4273218, -3.7044772 40.4272446, -3.70449 40.4271691, -3.7044992 40.4271053, -3.7045038 40.427079, -3.7045132 40.4270253, -3.7045191 40.4269822, -3.7045657 40.4267032, -3.7041581 40.4266646, -3.7041149 40.4266592))",Plaza del Dos de Mayo,park_81,40.42696655002613,-3.704086809224097,park,0.0
"POLYGON ((-3.6204175 40.4292458, -3.6204525 40.4291261, -3.6206251 40.429043, -3.6218776 40.4284665, -3.622445 40.4282179, -3.6226214 40.428111, -3.6227317 40.4280402, -3.622925 40.4278708, -3.6237333 40.4269969, -3.6243893 40.4262523, -3.6246529 40.4260873, -3.6251057 40.4258578, -3.6253666 40.4262165, -3.6253625 40.4263722, -3.6237567 40.4277058, -3.6235402 40.4278965, -3.6238262 40.4281608, -3.6241298 40.4284921, -3.6241685 40.428554, -3.6241224 40.428593, -3.6236096 40.4291112, -3.6234697 40.4293013, -3.6232983 40.4296561, -3.6231534 40.4301216, -3.6229565 40.4310825, -3.6227299 40.4319372, -3.622402 40.4333108, -3.6223626 40.4334712, -3.6220109 40.43361, -3.6219296 40.4334954, -3.6218297 40.4333547, -3.6215464 40.4333491, -3.621337 40.4333231, -3.6210821 40.4334362, -3.6208552 40.4335342, -3.6203787 40.4336882, -3.6200166 40.4337719, -3.619737 40.4338324, -3.6192759 40.4339075, -3.6193649 40.4339496, -3.6194569 40.433993, -3.6195129 40.4340455, -3.6195397 40.4341033, -3.6195329 40.4341535, -3.6194753 40.4341763, -3.6193227 40.4341874, -3.6190368 40.4342026, -3.6186147 40.434208, -3.6179229 40.4341973, -3.6173109 40.4341921, -3.6172722 40.4341917, -3.6163532 40.4341839, -3.6163369 40.4341851, -3.6163059 40.4341873, -3.615814 40.4342225, -3.6151408 40.4343533, -3.6150959 40.4343591, -3.6149394 40.4343871, -3.613944 40.4345839, -3.6124053 40.4348882, -3.6122631 40.4340413, -3.6127802 40.4339633, -3.6134177 40.4338639, -3.6161764 40.4334294, -3.6165262 40.4334095, -3.6193072 40.433397, -3.6195279 40.4333548, -3.6197086 40.4332093, -3.6197964 40.4330218, -3.6204175 40.4292458))",Parque del Paraíso,park_82,40.43135860437051,-3.6203927898366146,park,0.0
"POLYGON ((-3.6898021 40.4253545, -3.6898423 40.4252667, -3.6901483 40.4245982, -3.689907 40.4245274, -3.6882972 40.4241108, -3.6882602 40.4243011, -3.6880978 40.4251034, -3.6881507 40.4252058, -3.688189 40.4252379, -3.6882147 40.4252799, -3.6889266 40.4253089, -3.6889479 40.4253101, -3.6895501 40.4253421, -3.6895877 40.4253441, -3.6898021 40.4253545))",Jardines del Descubrimiento,park_84,40.42480992403938,-3.689031195444977,park,0.0
"POLYGON ((-3.7329658 40.4328009, -3.7329594 40.4327941, -3.7319377 40.4317132, -3.7316643 40.4313806, -3.7313768 40.4309166, -3.7310432 40.4304444, -3.7309419 40.4304904, -3.7308866 40.4304278, -3.7309763 40.4303766, -3.730905 40.4302929, -3.7308623 40.4303159, -3.7302996 40.4306188, -3.7298088 40.4300812, -3.7293615 40.4295817, -3.7291229 40.4293213, -3.7290586 40.4292554, -3.7292321 40.4290984, -3.7292847 40.4290274, -3.7293039 40.4289709, -3.7293015 40.4287678, -3.7293649 40.4287651, -3.7294374 40.4287226, -3.7286531 40.4279995, -3.7279232 40.4272296, -3.7278297 40.4272216, -3.7278662 40.4276644, -3.7276033 40.4277911, -3.7265335 40.4266139, -3.7264433 40.4266662, -3.7263424 40.4272002, -3.726096 40.4270528, -3.7259823 40.4269716, -3.7259179 40.4268995, -3.7258498 40.4269322, -3.725807 40.4269527, -3.7279423 40.4295212, -3.7300933 40.4320886, -3.7302875 40.4322973, -3.7304718 40.4324566, -3.7313321 40.4319934, -3.7323524 40.4330993, -3.7324835 40.4330355, -3.7329658 40.4328009))",Parque de la Bombilla,park_85,40.429943869130035,-3.729304653342153,park,0.0
"POLYGON ((-3.7116642 40.4334372, -3.7118389 40.4334453, -3.7124231 40.43346, -3.7124504 40.4330501, -3.7117198 40.4330278, -3.7116946 40.4330412, -3.7116628 40.4334203, -3.7116642 40.4334372))",Jardines del Concejal Alejandro Muñoz Revenga,park_87,40.433244693767115,-3.712057527079305,park,0.0
"POLYGON ((-3.7086052 40.4858603, -3.7083668 40.4861284, -3.7081223 40.4861971, -3.7079353 40.486304, -3.7077868 40.4864787, -3.7077305 40.4865084, -3.7076429 40.4865546, -3.707359 40.4866609, -3.7055351 40.4872035, -3.7042006 40.4874381, -3.7041021 40.4873936, -3.704033 40.487257, -3.7042186 40.4872061, -3.7059651 40.486681, -3.7065402 40.486509, -3.7067478 40.4864484, -3.7068835 40.4864116, -3.7074617 40.4862344, -3.7076292 40.4861789, -3.7078047 40.4860859, -3.7079519 40.4859213, -3.7080562 40.4857835, -3.7080889 40.4857192, -3.7079362 40.4857611, -3.7079193 40.485726, -3.7077926 40.4854633, -3.7073812 40.4852387, -3.707829 40.4848779, -3.7074758 40.484636, -3.7075079 40.4846064, -3.7083513 40.4851543, -3.7083981 40.4852095, -3.7084285 40.4852583, -3.7085721 40.485374, -3.7086475 40.485531, -3.7086538 40.4856638, -3.708635 40.4857736, -3.7086052 40.4858603))",Parque de José María Carrascal,park_88,40.48628726627336,-3.7069236297589767,park,0.0
"POLYGON ((-3.7072564 40.4741018, -3.7072503 40.4741124, -3.7080303 40.4741124, -3.7082864 40.4741137, -3.7090687 40.4741256, -3.7091718 40.4741406, -3.7093312 40.4742102, -3.7094285 40.4742527, -3.7097247 40.4741024, -3.7097769 40.4740861, -3.710142 40.4738353, -3.7105719 40.4735179, -3.7107984 40.4735823, -3.7108114 40.4736405, -3.7111843 40.4737199, -3.7109529 40.474326, -3.7110927 40.4743617, -3.7110267 40.4745244, -3.7111139 40.4745807, -3.710997 40.4747151, -3.7107669 40.4749725, -3.7103719 40.4747952, -3.7099514 40.4746015, -3.709871 40.4746126, -3.7096959 40.4746249, -3.709726 40.4748177, -3.7096989 40.4749115, -3.7096511 40.4749845, -3.7095949 40.4750508, -3.7095478 40.4750977, -3.709481 40.4751424, -3.7094213 40.4751776, -3.709358 40.4752095, -3.7092707 40.4752454, -3.70917 40.4752739, -3.70908 40.4752901, -3.7089794 40.4753003, -3.708484 40.4752989, -3.7081847 40.4753161, -3.7083678 40.4758115, -3.7087735 40.4757164, -3.7088778 40.4756798, -3.7094284 40.4755694, -3.7095825 40.4755334, -3.7097367 40.4754894, -3.7099541 40.4754094, -3.7101786 40.4753227, -3.7103559 40.4752264, -3.710559 40.4751071, -3.7107096 40.4750136, -3.7107613 40.4750123, -3.7108593 40.4749302, -3.7108558 40.4749102, -3.7109564 40.4747927, -3.7110625 40.4746835, -3.7111453 40.4745751, -3.7110626 40.4745089, -3.7111006 40.4744352, -3.7111297 40.4743464, -3.7109832 40.4743101, -3.7112542 40.4736168, -3.7110418 40.4735169, -3.7108444 40.4733985, -3.7106706 40.4732815, -3.7104202 40.4731701, -3.7102614 40.4731032, -3.7102046 40.4730494, -3.7101214 40.473029, -3.7095867 40.4729188, -3.7093159 40.4729167, -3.7090964 40.4734504, -3.7084532 40.473309, -3.7080689 40.4731977, -3.7080233 40.4731612, -3.7078565 40.4728516, -3.7077856 40.4727831, -3.7076524 40.4726571, -3.707578 40.4726279, -3.707524 40.4726288, -3.7064791 40.4727211, -3.7043506 40.4729092, -3.7042555 40.4729051, -3.7041021 40.4729183, -3.7039191 40.4729469, -3.7037542 40.4729844, -3.7036447 40.4730195, -3.703541 40.4730652, -3.7034678 40.4731061, -3.703356 40.4731796, -3.703289 40.4732376, -3.7031894 40.4733597, -3.7030687 40.473476, -3.7026352 40.473811, -3.7026076 40.4738606, -3.7033853 40.4737019, -3.7041581 40.4735614, -3.704544 40.4735136, -3.7047664 40.4734875, -3.7049002 40.4734775, -3.7049797 40.4734715, -3.7053931 40.4734404, -3.7056386 40.4734236, -3.7058982 40.4734049, -3.7063584 40.473398, -3.7064079 40.4733973, -3.7065313 40.4733954, -3.7069666 40.4734013, -3.7069616 40.4736383, -3.7071231 40.4736369, -3.7071214 40.4738769, -3.7072524 40.4738794, -3.7072564 40.4741018))",Parque de la Alcazaba,park_90,40.47368194841624,-3.707595870398657,park,0.0
"POLYGON ((-3.7043347 40.4766229, -3.7043121 40.4765693, -3.7042874 40.4765009, -3.7042178 40.4762801, -3.704035 40.4757575, -3.7042019 40.4757204, -3.7042426 40.4757114, -3.7041818 40.4755417, -3.7040831 40.4752659, -3.7051487 40.4751192, -3.7067665 40.4750502, -3.7072048 40.4749465, -3.7072267 40.4746841, -3.7074918 40.4746883, -3.7075034 40.4744501, -3.7080319 40.4744567, -3.708032 40.4744221, -3.7080322 40.4742487, -3.7082316 40.474256, -3.7083524 40.474258, -3.7088615 40.4742663, -3.7090869 40.4742803, -3.7091534 40.4742974, -3.7092258 40.4743224, -3.7092407 40.4743288, -3.7092938 40.4743515, -3.7093363 40.4743828, -3.7093732 40.4744108, -3.7094327 40.4744658, -3.7094739 40.4745154, -3.7095107 40.4745779, -3.7095362 40.4746685, -3.7095358 40.4746862, -3.7095348 40.4747343, -3.7095245 40.4747861, -3.7095093 40.4748378, -3.7094979 40.4748729, -3.7094795 40.4749058, -3.7094574 40.4749408, -3.7094266 40.4749765, -3.7093944 40.4750062, -3.7093491 40.4750352, -3.7092754 40.4750772, -3.7091648 40.4751257, -3.7090486 40.4751518, -3.7088463 40.4751512, -3.7085273 40.4751502, -3.7082068 40.4751502, -3.7079236 40.4751414, -3.7078085 40.47514, -3.7077253 40.4751391, -3.7074624 40.475142, -3.7072294 40.4751879, -3.7071893 40.4751958, -3.7069893 40.4752949, -3.7068932 40.4753511, -3.7068201 40.4754064, -3.7067578 40.4754622, -3.7066915 40.4755377, -3.7066552 40.4755812, -3.7065863 40.4756638, -3.7065355 40.4757968, -3.7065304 40.4759383, -3.7065285 40.4759793, -3.7065397 40.4761381, -3.7064949 40.4761962, -3.7063786 40.4762523, -3.7062617 40.4763016, -3.7059786 40.4763278, -3.7055066 40.476427, -3.7051245 40.4765092, -3.7050343 40.476523, -3.704993 40.4764995, -3.70497 40.4764889, -3.7048762 40.4762285, -3.7046512 40.4762762, -3.7047459 40.4765346, -3.7047348 40.4765477, -3.7043347 40.4766229))",Parque de la Alcazaba (Parque de Altamira),park_91,40.475389715744804,-3.706466078376506,park,0.0
"POLYGON ((-3.7002565 40.4733932, -3.7001427 40.4733944, -3.7000306 40.473394, -3.6999751 40.4733816, -3.6999302 40.4733668, -3.6998802 40.4733453, -3.6998274 40.4733197, -3.699788 40.473288, -3.6997464 40.4732266, -3.699708 40.4731652, -3.6996293 40.4727351, -3.6996917 40.4726592, -3.6998099 40.4726632, -3.7009827 40.4732969, -3.7009465 40.4733401, -3.7009363 40.4733996, -3.7008223 40.4734478, -3.7007546 40.4733905, -3.7006682 40.4733505, -3.7005573 40.4733498, -3.7004714 40.4733554, -3.7003895 40.4733705, -3.7002565 40.4733932))",Parque de la Ventilla,park_92,40.47310640377694,-3.7001717039313924,park,0.0
